mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_components,param_shrinkage,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score,split30_test_score,split31_test_score,split32_test_score,split33_test_score,split34_test_score,split35_test_score,split36_test_score,split37_test_score,split38_test_score,split39_test_score,split40_test_score,split41_test_score,split42_test_score,split43_test_score,split44_test_score,split45_test_score,split46_test_score,split47_test_score,split48_test_score,split49_test_score,mean_test_score,std_test_score,rank_test_score
0.0119091796875,0.009761736534899442,0.03677614688873291,0.0014672298183512765,2,0.1,lsqr,"{'n_components': 2, 'shrinkage': 0.1, 'solver': 'lsqr'}",0.8947169711630015,0.913462258061538,0.9092151877608269,0.8951116239428542,0.9192629613960666,0.8971961289183671,0.9163265182973291,0.9100786265087918,0.9174119318538102,0.8941435868662687,0.9213019584674833,0.9171922356826401,0.9081824739388731,0.9017745655990407,0.9015709726106264,0.9129296165312341,0.903913751132388,0.9176867995644389,0.8953938624746486,0.9118005465108876,0.911987667569068,0.9186958812093756,0.9261638912094788,0.9004835029512379,0.8910010148378623,0.9175410522733506,0.9073803240471526,0.9012774089980043,0.9274244007485853,0.9014443684310507,0.8906565532751115,0.9090079059706005,0.912052631405,0.9150048524188481,0.9209564409161769,0.899362084946843,0.8953126793616876,0.9251704091709386,0.9151856193038396,0.9087988199645637,0.9114631345821856,0.9078298839518234,0.8980659978717459,0.9155213403197874,0.9138544701155703,0.9243150010970327,0.9069166382339363,0.8892630360285655,0.8984683978518992,0.9279767727710695,0.9089450951822703,0.0103606025470938,1
0.00848222255706787,0.00024217945955032382,0.03708312511444092,0.0006924580093445214,2,0.1,eigen,"{'n_components': 2, 'shrinkage': 0.1, 'solver': 'eigen'}",0.8947169711630015,0.913462258061538,0.9092151877608269,0.8951116239428542,0.9192629613960666,0.8971961289183671,0.9163265182973291,0.9100786265087918,0.9174119318538102,0.8941435868662687,0.9213019584674833,0.9171922356826401,0.9081824739388731,0.9017745655990407,0.9015709726106264,0.9129296165312341,0.903913751132388,0.9176867995644389,0.8953938624746486,0.9118005465108876,0.911987667569068,0.9186958812093756,0.9261638912094788,0.9004835029512379,0.8910010148378623,0.9175410522733506,0.9073803240471526,0.9012774089980043,0.9274244007485853,0.9014443684310507,0.8906565532751115,0.9090079059706005,0.912052631405,0.9150048524188481,0.9209564409161769,0.899362084946843,0.8953126793616876,0.9251704091709386,0.9151856193038396,0.9087988199645637,0.9114631345821856,0.9078298839518234,0.8980659978717459,0.9155213403197874,0.9138544701155703,0.9243150010970327,0.9069166382339363,0.8892630360285655,0.8984683978518992,0.9279767727710695,0.9089450951822703,0.0103606025470938,1
0.008987498283386231,0.0021952207584223535,0.03839536666870117,0.0011045683782016215,6,0.1,eigen,"{'n_components': 6, 'shrinkage': 0.1, 'solver': 'eigen'}",0.8947169711630015,0.913462258061538,0.9092151877608269,0.8951116239428542,0.9192629613960666,0.8971961289183671,0.9163265182973291,0.9100786265087918,0.9174119318538102,0.8941435868662687,0.9213019584674833,0.9171922356826401,0.9081824739388731,0.9017745655990407,0.9015709726106264,0.9129296165312341,0.903913751132388,0.9176867995644389,0.8953938624746486,0.9118005465108876,0.911987667569068,0.9186958812093756,0.9261638912094788,0.9004835029512379,0.8910010148378623,0.9175410522733506,0.9073803240471526,0.9012774089980043,0.9274244007485853,0.9014443684310507,0.8906565532751115,0.9090079059706005,0.912052631405,0.9150048524188481,0.9209564409161769,0.899362084946843,0.8953126793616876,0.9251704091709386,0.9151856193038396,0.9087988199645637,0.9114631345821856,0.9078298839518234,0.8980659978717459,0.9155213403197874,0.9138544701155703,0.9243150010970327,0.9069166382339363,0.8892630360285655,0.8984683978518992,0.9279767727710695,0.9089450951822703,0.0103606025470938,1
0.008173718452453613,0.00013638071578448688,0.03833493709564209,0.0005709223186067847,6,0.1,lsqr,"{'n_components': 6, 'shrinkage': 0.1, 'solver': 'lsqr'}",0.8947169711630015,0.913462258061538,0.9092151877608269,0.8951116239428542,0.9192629613960666,0.8971961289183671,0.9163265182973291,0.9100786265087918,0.9174119318538102,0.8941435868662687,0.9213019584674833,0.9171922356826401,0.9081824739388731,0.9017745655990407,0.9015709726106264,0.9129296165312341,0.903913751132388,0.9176867995644389,0.8953938624746486,0.9118005465108876,0.911987667569068,0.9186958812093756,0.9261638912094788,0.9004835029512379,0.8910010148378623,0.9175410522733506,0.9073803240471526,0.9012774089980043,0.9274244007485853,0.9014443684310507,0.8906565532751115,0.9090079059706005,0.912052631405,0.9150048524188481,0.9209564409161769,0.899362084946843,0.8953126793616876,0.9251704091709386,0.9151856193038396,0.9087988199645637,0.9114631345821856,0.9078298839518234,0.8980659978717459,0.9155213403197874,0.9138544701155703,0.9243150010970327,0.9069166382339363,0.8892630360285655,0.8984683978518992,0.9279767727710695,0.9089450951822703,0.0103606025470938,1
0.008306112289428711,0.0019233682486603093,0.036972455978393555,0.0004146153191361019,4,0.1,lsqr,"{'n_components': 4, 'shrinkage': 0.1, 'solver': 'lsqr'}",0.8947169711630015,0.913462258061538,0.9092151877608269,0.8951116239428542,0.9192629613960666,0.8971961289183671,0.9163265182973291,0.9100786265087918,0.9174119318538102,0.8941435868662687,0.9213019584674833,0.9171922356826401,0.9081824739388731,0.9017745655990407,0.9015709726106264,0.9129296165312341,0.903913751132388,0.9176867995644389,0.8953938624746486,0.9118005465108876,0.911987667569068,0.9186958812093756,0.9261638912094788,0.9004835029512379,0.8910010148378623,0.9175410522733506,0.9073803240471526,0.9012774089980043,0.9274244007485853,0.9014443684310507,0.8906565532751115,0.9090079059706005,0.912052631405,0.9150048524188481,0.9209564409161769,0.899362084946843,0.8953126793616876,0.9251704091709386,0.9151856193038396,0.9087988199645637,0.9114631345821856,0.9078298839518234,0.8980659978717459,0.9155213403197874,0.9138544701155703,0.9243150010970327,0.9069166382339363,0.8892630360285655,0.8984683978518992,0.9279767727710695,0.9089450951822703,0.0103606025470938,1
0.008596105575561524,0.00015742122465171193,0.037780165672302246,0.001177799300328573,4,0.1,eigen,"{'n_components': 4, 'shrinkage': 0.1, 'solver': 'eigen'}",0.8947169711630015,0.913462258061538,0.9092151877608269,0.8951116239428542,0.9192629613960666,0.8971961289183671,0.9163265182973291,0.9100786265087918,0.9174119318538102,0.8941435868662687,0.9213019584674833,0.9171922356826401,0.9081824739388731,0.9017745655990407,0.9015709726106264,0.9129296165312341,0.903913751132388,0.9176867995644389,0.8953938624746486,0.9118005465108876,0.911987667569068,0.9186958812093756,0.9261638912094788,0.9004835029512379,0.8910010148378623,0.9175410522733506,0.9073803240471526,0.9012774089980043,0.9274244007485853,0.9014443684310507,0.8906565532751115,0.9090079059706005,0.912052631405,0.9150048524188481,0.9209564409161769,0.899362084946843,0.8953126793616876,0.9251704091709386,0.9151856193038396,0.9087988199645637,0.9114631345821856,0.9078298839518234,0.8980659978717459,0.9155213403197874,0.9138544701155703,0.9243150010970327,0.9069166382339363,0.8892630360285655,0.8984683978518992,0.9279767727710695,0.9089450951822703,0.0103606025470938,1
0.009925174713134765,0.002493148474748113,0.04216020584106445,0.004965687346427726,6,0.3,eigen,"{'n_components': 6, 'shrinkage': 0.3, 'solver': 'eigen'}",0.8915502872504671,0.9147304936607729,0.9045413348243624,0.8915408963279013,0.91355959527798,0.8971157770969009,0.9118812765978389,0.9070180770182809,0.9160133486654116,0.8887815817095533,0.9178638889149893,0.9155322315004167,0.9086806593248412,0.8966522755225315,0.8983523509968316,0.915534213341281,0.9019023603308868,0.9122222038310711,0.8912772802129125,0.9090842216852444,0.9068399364401708,0.9161163664284812,0.9238765439307026,0.9020299264215526,0.8879196283648025,0.9165286337717778,0.9028958525964472,0.8994375614772309,0.9287195582235239,0.8969244293262988,0.8904257432774701,0.9106995760174366,0.9078041381912234,0.91060517392433,0.9179822171393245,0.8947128829087373,0.8941395397106606,0.926291658971531,0.9091769397862332,0.9057107201356454,0.9091426261574788,0.905039677626842,0.8946140169689464,0.914892750011294,0.9116442210975205,0.9199889618956935,0.905530592085587,0.8914716874921461,0.8934113933847866,0.9240093520952235,0.9064483331989915,0.010586002814489178,7
0.007879672050476074,0.000517549946123922,0.036987895965576174,0.0008804397192203058,2,0.3,lsqr,"{'n_components': 2, 'shrinkage': 0.3, 'solver': 'lsqr'}",0.8915502872504671,0.9147304936607729,0.9045413348243624,0.8915408963279013,0.91355959527798,0.8971157770969009,0.9118812765978389,0.9070180770182809,0.9160133486654116,0.8887815817095533,0.9178638889149893,0.9155322315004167,0.9086806593248412,0.8966522755225315,0.8983523509968316,0.915534213341281,0.9019023603308868,0.9122222038310711,0.8912772802129125,0.9090842216852444,0.9068399364401708,0.9161163664284812,0.9238765439307026,0.9020299264215526,0.8879196283648025,0.9165286337717778,0.9028958525964472,0.8994375614772309,0.9287195582235239,0.8969244293262988,0.8904257432774701,0.9106995760174366,0.9078041381912234,0.91060517392433,0.9179822171393245,0.8947128829087373,0.8941395397106606,0.926291658971531,0.9091769397862332,0.9057107201356454,0.9091426261574788,0.905039677626842,0.8946140169689464,0.914892750011294,0.9116442210975205,0.9199889618956935,0.905530592085587,0.8914716874921461,0.8934113933847866,0.9240093520952235,0.9064483331989915,0.010586002814489178,7
0.008439340591430665,0.00015531144294633005,0.03731414794921875,0.0006923249944238048,2,0.3,eigen,"{'n_components': 2, 'shrinkage': 0.3, 'solver': 'eigen'}",0.8915502872504671,0.9147304936607729,0.9045413348243624,0.8915408963279013,0.91355959527798,0.8971157770969009,0.9118812765978389,0.9070180770182809,0.9160133486654116,0.8887815817095533,0.9178638889149893,0.9155322315004167,0.9086806593248412,0.8966522755225315,0.8983523509968316,0.915534213341281,0.9019023603308868,0.9122222038310711,0.8912772802129125,0.9090842216852444,0.9068399364401708,0.9161163664284812,0.9238765439307026,0.9020299264215526,0.8879196283648025,0.9165286337717778,0.9028958525964472,0.8994375614772309,0.9287195582235239,0.8969244293262988,0.8904257432774701,0.9106995760174366,0.9078041381912234,0.91060517392433,0.9179822171393245,0.8947128829087373,0.8941395397106606,0.926291658971531,0.9091769397862332,0.9057107201356454,0.9091426261574788,0.905039677626842,0.8946140169689464,0.914892750011294,0.9116442210975205,0.9199889618956935,0.905530592085587,0.8914716874921461,0.8934113933847866,0.9240093520952235,0.9064483331989915,0.010586002814489178,7
0.008180618286132812,0.00010447111475024653,0.03810969829559326,0.0003407658613367314,6,0.3,lsqr,"{'n_components': 6, 'shrinkage': 0.3, 'solver': 'lsqr'}",0.8915502872504671,0.9147304936607729,0.9045413348243624,0.8915408963279013,0.91355959527798,0.8971157770969009,0.9118812765978389,0.9070180770182809,0.9160133486654116,0.8887815817095533,0.9178638889149893,0.9155322315004167,0.9086806593248412,0.8966522755225315,0.8983523509968316,0.915534213341281,0.9019023603308868,0.9122222038310711,0.8912772802129125,0.9090842216852444,0.9068399364401708,0.9161163664284812,0.9238765439307026,0.9020299264215526,0.8879196283648025,0.9165286337717778,0.9028958525964472,0.8994375614772309,0.9287195582235239,0.8969244293262988,0.8904257432774701,0.9106995760174366,0.9078041381912234,0.91060517392433,0.9179822171393245,0.8947128829087373,0.8941395397106606,0.926291658971531,0.9091769397862332,0.9057107201356454,0.9091426261574788,0.905039677626842,0.8946140169689464,0.914892750011294,0.9116442210975205,0.9199889618956935,0.905530592085587,0.8914716874921461,0.8934113933847866,0.9240093520952235,0.9064483331989915,0.010586002814489178,7
